facility_id,facility_name,facility_type,category,ownership,state,lga,latitude,longitude
493ca814-3741-4770-ac73-2c10d489cb9b,Buluugu Health Center,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Bama,11.433729999883553,13.793680000358677
0a24a5b2-a63e-41c3-925c-60fe5c49c8fd,Sogoma Dispensary,Primary,Dispensary,DATA_UNAVAILABLE,Borno,Dikwa,11.954271999567368,14.001712999707308
f6765bdc-a605-463f-b13b-e0593117f738,Zangori Primary Health Center,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Bama,11.654680000008682,14.128890000118133
a2f0a0c6-2456-4f55-915a-a24226435f2c,Aligambori Health Clinic,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Guzamala,12.660030000096754,13.370860000072355
456d0eaf-c519-4827-a8b4-b4ab58e95f1d,Ajiri Clinic,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Maiduguri,11.824140000148816,13.155519999758951
3d611542-2ba5-46d0-a387-d8e1d1ff25f7,Garin Bulama Ibrahim Health Post,Primary,Dispensary,DATA_UNAVAILABLE,Borno,Shani,10.215624000237767,12.109886000299753
491fd10b-a3d4-4d0f-9450-e544848435f7,Kurba Dispensary,Primary,Dispensary,DATA_UNAVAILABLE,Borno,Kwaya Kusar,10.47337407968762,11.777004566399725
06646297-ad2d-414c-ad86-a1a0cc2c9005,Aduwa Health Clinic,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Guzamala,12.825731621224817,13.189723312159964
90c6f650-c15e-4a91-8bae-066320957cf2,Ajigin Mairi Health Clinic,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Damboa,11.170715332000043,12.287109375000057
aa53b159-ce5a-484d-b81e-efab431a9bcc,Lainalli Health Clinic,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Guzamala,12.687439999720596,13.51080000015503
f3ae85b6-f52d-415c-878c-15dc8583e247,Tandari Family Support Programme,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Bama,11.52822000008507,13.69484000020151
af39787d-89b8-4655-b3eb-9070a17e8955,Gwoza Town Health Clinic,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Gwoza,11.086369999868737,13.701010000393751
3b765751-240e-466c-aeb7-2898562bbb0d,Grim Primary Health Center,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Hawul,10.57765733946237,12.00630038358891
169a8232-80a7-4430-b80d-d6380d00c7ff,Hausari Idp Camp,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Damboa,11.14802,12.75244
6726143c-c4d4-47f9-a9c3-5037917cd00d,Farm Center Idp Camp,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Jere,11.82144,13.193
66dba69c-1f57-4910-9d8a-0947b8137559,Taimakon Jamaa Health Clinic,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Jere,11.851025,13.17636
79490e1e-6108-4f8c-888a-43ff31d6e85c,Maska Health Clinic,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Mafa,12.1986,13.4277
1cc738c1-68cd-4048-9560-13a3851f6a51,Ramat Clinic,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Maiduguri,11.81027,13.14134
7a7a9e73-3d57-473a-962c-9c93625019b6,Acf Water Board Idp Camp Clinic,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Monguno,12.68298,13.61403
1789628f-72e7-42e5-a916-329cd857dc76,Icrc Ggss Idp Camp Clinic,Primary,Educational Clinic,DATA_UNAVAILABLE,Borno,Monguno,12.67774,13.62142
9b9bb0b9-74c8-45c2-a84d-91a4c4c3a734,Unicef Gdss Idp Camp Clinic,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Monguno,12.67311,13.60594
304dd2fe-bbbb-4535-a53e-7b79e7de9079,Unicef Ggss Idp Camp Clinic,Primary,Educational Clinic,DATA_UNAVAILABLE,Borno,Monguno,12.67915,13.62165
dbc3ffa4-ae3a-43af-a6e0-49bd91694440,Ndufu Health Clinic,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Ngala,12.2243933,14.2795647
1d914f14-cef1-4352-bc1a-e888597ddeb1,Nursing Village Camp Clinic,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Maiduguri,11.83188,13.11913
cb4928ed-a2dd-48b4-83a7-d8a6a0b3d27f,Khadammari Health Clinic,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Jere,11.94866,13.2265358
c77eb3e7-8c5f-4a7b-92ee-f92db8e66919,Mastagujari Health Clinic,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Konduga,11.65389122,13.42157839
45f388c4-5f90-44e8-b6f6-b1f0f9708803,Azaya Health Clinic,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Mafa,11.9543,13.3404
a36bd78d-e979-4ca9-9e99-3a095a2bd560,Gatamarwa Family Support Programme Clinic,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Chibok,10.86981,12.84467
b9b7eaee-31e1-479d-8254-c767f6db8def,Kaza Health Clinic,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Dikwa,12.04715,13.92301
2ee9e2e2-fa0f-412c-b7e7-14427e89fb26,Mudu Health Clinic,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Dikwa,12.03076,13.91656
1e5aeec6-a5e6-441f-ad42-44a058638ff2,Gubio Road Idp Camp Clinic,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Kala Balge,12.27004,14.46768
39a48873-b081-4f56-bcdc-3fa4de5783e6,National Primary Health Care Scheme,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Maiduguri,11.83074,13.14953
2b48e8ac-a68e-4d95-ab3a-f4fccac297cf,Lingir Health Clinic,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Guzamala,12.6884468,13.5116891
69e82d60-6baf-44ac-ab24-7eead41ffc48,Lambu 2 Idp Camp Clinic,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Jere,11.86879333,13.16502667
b9067654-5341-4129-8b11-9c033d70c296,Madinatu Idp Camp Clinic,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Jere,11.878165,13.17941
b3580a0a-6fce-493e-bb67-515737f93efc,Dille Dispensary,Primary,Dispensary,DATA_UNAVAILABLE,Borno,Askira Uba,10.4453,13.136
ae79c5ff-3904-4d8c-ac7d-d8938aaa27e9,Divine Health Clinic,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Jere,11.80306,13.18611
b8f98497-37ec-4770-93ed-ad0e494af41b,Ngurthavu Primary Health Center,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Askira Uba,10.77037167,13.27278167
f037cc1a-7ca5-4f0c-8582-86bb138c5ad8,Berum Dispensary,Primary,Dispensary,DATA_UNAVAILABLE,Borno,Biu,10.705321,11.899443
44093a4a-78d1-42de-aa89-0ede4ab57062,Kopchi Dispensary,Primary,Dispensary,DATA_UNAVAILABLE,Borno,Damboa,10.8677666,13.1609274
ecfaa64c-0767-4214-a23a-e487dd11ad0b,Kachallaburari Dispensary,Primary,Dispensary,DATA_UNAVAILABLE,Borno,Damboa,11.15502,12.76073
f5b9821d-fe28-45ed-beca-625026cc7af1,Gudumbali General Hospital,Secondary,General Hospital,DATA_UNAVAILABLE,Borno,Guzamala,12.941911,13.1795595
63546369-aca7-416e-9b7c-12001652d41e,Gyarha Dispensary,Primary,Dispensary,DATA_UNAVAILABLE,Borno,Hawul,10.62056,12.32694
7bec5ac2-6386-4dcc-8ab5-b8a0abcfae0b,Rann General Hospital,Secondary,General Hospital,DATA_UNAVAILABLE,Borno,Kala Balge,12.2681856,14.4659828
44d004ae-b490-44bd-9faa-cb5ba61ebd9c,Konduga Idp Camp Boarding Primary School Clinic,Primary,Educational Clinic,DATA_UNAVAILABLE,Borno,Konduga,11.67584107,13.41097677
fb12ca66-b9cb-47d8-8591-c038baa3b650,Kaijiya Dispensary,Primary,Dispensary,DATA_UNAVAILABLE,Borno,Magumeri,12.0838333,12.77393833
3c73221c-8077-4f83-998e-d9bbaa177e73,Andara Dispensary,Primary,Dispensary,DATA_UNAVAILABLE,Borno,Bama,11.49828,14.23095
95a198c8-d8e7-4a91-b75b-865fc390a367,Fuye Dispensary,Primary,Dispensary,DATA_UNAVAILABLE,Borno,Ngala,12.2755074,14.17561225
10cd9c29-d6b8-4974-aa41-656f82911f5f,Gamboru A Health Post,Primary,Dispensary,DATA_UNAVAILABLE,Borno,Ngala,12.3617006,14.20811554
bd03acab-7111-42bb-a628-e4103d46af98,Izge Dispensary,Primary,Dispensary,DATA_UNAVAILABLE,Borno,Gwoza,10.981875,13.301945
72730c0f-4187-4e1f-ac1c-8a4e8fb40c5a,Mukdala Dispensary,Primary,Dispensary,DATA_UNAVAILABLE,Borno,Dikwa,12.0282845,14.0450225
4c9d8d7d-aa17-494f-85fc-d8e4bf989cf2,Barawa Primary Health Center,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Gwoza,11.05386256,13.78974914
ff71a9a1-5fa3-49c8-bb9b-e486e11e8a1e,Baga Motor Pack Dispensary,Primary,Dispensary,DATA_UNAVAILABLE,Borno,Maiduguri,11.87028,13.12194
304acd6c-ffa2-48f2-96dd-06be45928431,Berum Dispensary,Primary,Dispensary,DATA_UNAVAILABLE,Borno,Hawul,10.56912,12.16996
8d1fd2c3-6f40-405c-9ecf-0a0bf3242af6,Kareji Health Post,Primary,Dispensary,DATA_UNAVAILABLE,Borno,Shani,10.03631592,11.86010742
90c0d642-3cd0-4963-92a1-2feeeb93d19c,Yerwa Ii Dispensary,Primary,Dispensary,DATA_UNAVAILABLE,Borno,Damboa,11.20624,13.06343
6b2c5069-f764-4f5c-b20a-977b3652ad5b,Magumeri Maternal and Child Health,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Konduga,11.7688,13.23848
3440b914-f294-435e-b1c3-06670c12b887,Vital Registration Center Zanna Umarti,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Maiduguri,11.84178,13.16594
af85808c-9dff-40f9-a15f-023d8a2c97be,Bem Bem Dispensary,Primary,Dispensary,DATA_UNAVAILABLE,Borno,Bama,11.33848,14.23034
ec191c12-0c93-4c6a-b312-821dd7dcb1af,Chuku Ngodowa Health Center,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Marte,12.17258,13.58956
072906c9-2bf5-49fa-9505-c3acbf3a3384,Marte Maternal and Child Health Clinic,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Marte,12.365027,13.830184
e02e50bf-6899-4a33-a803-e179f51a926b,Yawa Veterinary Clinic,Primary,Veterinary Clinic,DATA_UNAVAILABLE,Borno,Abadam,13.6187,13.26693
22dc2660-f9b2-4c8f-9e7e-9ee26d70da01,Banki Idp Camp Clinic,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Bama,11.35061,14.2644
9e99fb1d-885c-4904-b912-49ef70c3fb39,Garangi Health Center,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Bayo,10.41916,11.6749
19acea65-2fc2-4cb8-a514-f3a3c59cffcc,Kalla Dispensary,Primary,Dispensary,DATA_UNAVAILABLE,Borno,Biu,10.70052,12.32861
2cd7af90-a115-43fc-8336-c8ac3cef017d,Central Primary School Idp Camp Clinic,Primary,Educational Clinic,DATA_UNAVAILABLE,Borno,Damboa,10.89639,12.64428
8ac8505e-606b-498c-bded-9ea64e6da60a,Badu Health Center,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Dikwa,11.92801,14.12483
b3e01607-0bb2-4611-aa3c-36ee3b5f10c5,Guzamala East Primary Health Center,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Dikwa,12.02219,14.18425
cfd03b34-aea7-4589-935a-52503725bd44,Ashigashiya Dispensary,Primary,Dispensary,DATA_UNAVAILABLE,Borno,Dikwa,12.04836,14.30667
f1fdc466-6c0f-473a-9688-8412f6d52e85,Barawa Pegi Primary Health Center,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Gwoza,11.24124,13.33986
da580c6d-14cd-4d58-9610-8a09549b87ea,20 Housing Idp Camp Clinic,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Gwoza,11.04299,13.79249
a8cf813f-fd11-4673-bf03-6a0d70274aba,Limankara Health Center,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Gwoza,11.10464,13.81496
c6feed7c-bea9-4521-a1a9-cf0f217e2d69,Takaskala Dispensary,Primary,Dispensary,DATA_UNAVAILABLE,Borno,Gwoza,11.09277,13.71833
40ba73c8-e59d-470e-adad-dc8d36011ee3,Pulka Primary Health Center,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Gwoza,10.98756,13.66336
05124cb9-acf4-49b5-a41c-f72acc3768fa,Pulka Bokko Health Post,Primary,Dispensary,DATA_UNAVAILABLE,Borno,Gwoza,11.04267,13.50954
1e82993c-2e2c-4532-be29-4942396a1796,Jiddari Maternity Clinic,Primary,Maternity Home,DATA_UNAVAILABLE,Borno,Gwoza,11.26227,13.66315
f13f19ac-bd92-45f3-af33-a55deb973ddb,Galangi Dispensary,Primary,Dispensary,DATA_UNAVAILABLE,Borno,Jere,11.99954,13.17537
4e6d4cf8-4b59-4541-9577-370be0a82911,777 Clinic,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Kala Balge,11.73816,14.35973
5375e949-201d-4117-802d-40d5168a74fd,Ackome Polytechnic Clinic,Primary,Educational Clinic,DATA_UNAVAILABLE,Borno,Kukawa,13.14925,13.55693
be63c326-fefb-46cb-adbf-0424c2ddd299,Herwa Peace Health Center,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Kukawa,12.78786,13.67098
4f28ffe0-96b5-4bb2-9042-618a0eaedfca,Gahri Dispensary,Primary,Dispensary,DATA_UNAVAILABLE,Borno,Mobbar,13.16957,12.98216
9d39ad94-08cb-4f55-8062-0c426e849382,Kubo Town Dispensary,Primary,Dispensary,DATA_UNAVAILABLE,Borno,Mobbar,12.89896,12.58795
2bde0dc6-055b-47a3-a352-f3b4d0bb1d77,Walama Dispensary,Primary,Dispensary,DATA_UNAVAILABLE,Borno,Monguno,12.79455,14.11795
64d55332-4479-48ab-b7b4-62ba9a573a6f,Leho A Dispensary Temp,Primary,Dispensary,DATA_UNAVAILABLE,Borno,Askira Uba,10.70306,12.845
a52a32ea-1456-4a6f-b41a-a44c1fc69ce7,Kithludula Primary Health Center Clinic,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Askira Uba,10.64833,13.11972
6dafae93-a814-4781-8815-014938c8f562,Ggss Biu,Primary,Educational Clinic,DATA_UNAVAILABLE,Borno,Biu,10.615418,12.18613
f7eb6759-d1a1-4d24-8768-6129dfff050e,Ngoshe General Hospital,Secondary,General Hospital,DATA_UNAVAILABLE,Borno,Gwoza,11.13273873,13.79227709
5a23b54a-0d00-41a2-9d49-feba701531e2,Guba Dispensary Temp,Primary,Dispensary,DATA_UNAVAILABLE,Borno,Kwaya Kusar,10.55559099,11.86858166
a70f273b-2285-4724-bafd-a6faf6b3aba2,Unicef Idps Clinic,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Monguno,12.68198,13.61303
76c56667-18e8-4dd3-8a63-ceb638299950,Logumane Health Post,Primary,Dispensary,DATA_UNAVAILABLE,Borno,Ngala,12.2029502,14.016884
24829bea-31cc-4b8b-885f-3ac60e6bc615,Salifawa Dispensary,Primary,Dispensary,DATA_UNAVAILABLE,Borno,Shani,10.18069357,11.8029215
a08ea2e8-b65f-43c8-a3e6-212c20ffc41d,Nahuta Dispensary Temp,Primary,Dispensary,DATA_UNAVAILABLE,Borno,Shani,10.0374,11.9717
074c430b-aa9f-48c3-a04a-ef1bd8e670b9,Pulka Maternal and Child Health,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Gwoza,11.22479,13.78161
2e995be5-4671-4d88-8c8e-0ba8c134006b,Dalori Idp Camp Clinic A,Secondary,Federal Staff Clinic,DATA_UNAVAILABLE,Borno,Jere,11.77907,13.22329
48d49463-c358-42cb-9db1-1729b85a42dd,Dalori Idp Camp Clinic B,Secondary,Federal Staff Clinic,DATA_UNAVAILABLE,Borno,Jere,11.78027,13.22404
002ea7b8-24b0-4fb5-be98-bff755dbce2b,Dalori Idp Camp Clinic C,Secondary,Federal Staff Clinic,DATA_UNAVAILABLE,Borno,Jere,11.78167,13.22694
2138c334-f374-46ca-9ac1-d29ec012ade5,400 Housing Estate Clinic A,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Konduga,11.83835,13.07087
f3b92049-c23e-41de-9167-3452067ffdd0,Ajiri Model Primary Health Center,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Mafa,11.9739,13.7119
5054e9a5-94bc-46b3-bcd7-fdbca2eb79a2,400 Housing Estate Clinic B,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Konduga,11.90694,13.08306
01fb9dcf-06d9-466c-af9f-c9176ca4fdc6,Kumaga Health Clinic,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Kala Balge,12.1347911,14.6197821
51528443-99a1-4287-8418-037f38ca676b,Nysc Camp Borno Camp Clinic,Primary,Private Non Profit,Private,Borno,Maiduguri,11.83846,13.1366
2a23160a-7da5-4ea8-a0fd-7dbf75ba3baf,Boboshe Maternal and Child Health Clinic,Primary,Private Non Profit,Private,Borno,Dikwa,11.805649,13.808372
8ca12bdd-d085-41fd-aa7a-3e80331f926a,Tashan Goigoi Clinic,Primary,Private Non Profit,Private,Borno,Gwoza,11.07062,13.6903
80457c43-3638-4636-a43b-295112d0797d,Mashamari Clinic,Primary,Private Non Profit,Private,Borno,Jere,11.88157,13.28241
a5e7e43f-bfec-4b07-8bd9-bf209e3e7a00,Dalaram Clinic,Primary,Private Non Profit,Private,Borno,Jere,11.8615,13.21471
a1d2ea26-e62f-4c73-9154-44a4c9f70639,Shehus Palace Clinic,Primary,Private Non Profit,Private,Borno,Maiduguri,11.8484,13.1609
7f71b625-838c-41ab-b3d9-7c3268df08a3,Naf Emergency Hospital,Primary,Military and Paramilitary Clinic,DATA_UNAVAILABLE,Borno,Bama,11.529405,13.688382
d4496c43-a2fa-4d00-8286-fa467ccc58de,Zajeri Clinic,Primary,Private Non Profit,Private,Borno,Maiduguri,11.8725,13.12722
a282e4e5-65da-4284-b24d-6c39412a186c,Nairaa Clinic,Primary,Private Non Profit,Private,Borno,Maiduguri,11.826978212948086,13.173808541409182
ba9a01fe-c8cb-4427-92e9-db3658284a52,Mallam Kaunari Health Clinic,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Abadam,13.698547291232135,13.337930232873768
a999190d-baab-4f7c-a488-8f618c5c4df0,Tampul B 2 Health Post,Primary,Dispensary,DATA_UNAVAILABLE,Borno,Askira Uba,10.577545000146074,13.22304599963968
e55ea189-6969-4f3f-8d1c-d221e21693f4,Hirdaya Clinic Huntaku,Primary,Private Non Profit,Private,Borno,Chibok,10.86533999968924,12.787249999536755
e99dabcd-84aa-4fec-abdb-db4fb89aefa9,Gwandawa Dispensary,Primary,Dispensary,DATA_UNAVAILABLE,Borno,Askira Uba,10.650920000000951,13.043299999510737
07ff5c38-3bac-4802-9db8-253e40b4987c,Ngurihiarvu Health Post,Primary,Dispensary,DATA_UNAVAILABLE,Borno,Askira Uba,10.76122999995141,13.262350000344895
8f888790-9e96-4306-9ef7-7b7c93c11519,Kautikari Primary Health Care,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Chibok,10.818679999985989,12.984085000276934
72514ccb-6cb1-4063-b6b3-f9102367f30c,Rumirgo Model Primary Health Center,Primary,Primary Health Center,DATA_UNAVAILABLE,Borno,Askira Uba,10.658168770504638,12.910171856167612
66d2bf94-f383-4ec3-ab19-6e563bfdac02,Rimigo Federal Medical Center,Secondary,Federal Medical Center,DATA_UNAVAILABLE,Borno,Askira Uba,10.73765739099587,13.132342632917448
34eb5266-1545-4463-9d64-b9e11e1fa649,Gumsuri Clinic,Primary,Private Non Profit,Private,Borno,Damboa,11.160033530135218,12.758253443149716
e4608a1b-7665-4326-9103-04f3653f6d46,Kundesana Clinic,Primary,Private Non Profit,Private,Borno,Gwoza,11.088125877783002,13.687088202402135
b563846a-043c-4605-abda-cda83e2d91aa,Gava Clinic,Primary,Private Non Profit,Private,Borno,Gwoza,11.105546323235972,13.69113741221831
40efad51-7014-4445-ba32-df29ad147cb1,Gava Missionary Hospital,Primary,Private Non Profit,Private,Borno,Gwoza,11.079286030405529,13.691048650652444
